Time - soundlvl	Amplitude - soundlvl	Unnamed: 2	Unnamed: 3	Frequency (Hz) - soundlvl (Power Spectrum)	Amplitude - soundlvl (Power Spectrum)
0.0278	1.4077			2780.0	1.14863e-06
0.02785	1.4179			2785.0	2.08971e-06
0.0279	1.42555			2790.0	1.29783e-06
0.02795	1.40514			2795.0	2.64422e-07
0.028	1.4128			2800.0	6.07159e-07
0.02805	1.4332			2805.0	9.3141e-07
0.0281	1.41025			2810.0	1.60432e-07
0.02815	1.4128			2815.0	1.14164e-06
0.0282	1.40004			2820.0	3.14941e-06
0.02825	1.43065			2825.0	6.39099e-06
0.0283	1.41535			2830.0	7.63759e-06
0.02835	1.42555			2835.0	5.01674e-06
0.0284	1.43575			2840.0	1.85534e-06
0.02845	1.42555			2845.0	5.07008e-08
0.0285	1.4128			2850.0	1.62011e-06
0.02855	1.41535			2855.0	2.53849e-06
0.0286	1.45871			2860.0	2.10518e-06
0.02865	1.48422			2865.0	6.43193e-07
0.0287	1.47402			2870.0	2.04647e-07
0.02875	1.40514			2875.0	3.8065e-07
0.0288	1.42045			2880.0	1.74659e-07
0.02885	1.47146			2885.0	3.10442e-07
0.0289	1.49697			2890.0	2.21437e-06
0.02895	1.43065			2895.0	4.6495e-06
0.029	1.36943			2900.0	1.66172e-06
0.02905	1.33372			2905.0	1.77091e-07
0.0291	1.38219			2910.0	1.09638e-07
0.02915	1.42045			2915.0	3.27753e-07
0.0292	1.4179			2920.0	4.08567e-07
0.02925	1.37964			2925.0	1.61029e-08
0.0293	1.31332			2930.0	3.3831e-07
0.02935	1.28016			2935.0	7.80263e-07
0.0294	1.30566			2940.0	3.70228e-06
0.02945	1.32097			2945.0	3.5861e-06
0.0295	1.36433			2950.0	2.60222e-06
0.02955	1.34903			2955.0	2.83813e-06
0.0296	1.31076			2960.0	1.12747e-06
0.02965	1.28271			2965.0	2.76403e-06
0.0297	1.32097			2970.0	3.30176e-06
0.02975	1.31332			2975.0	8.368e-07
0.0298	1.29801			2980.0	1.94093e-07
0.02985	1.29801			2985.0	7.79085e-07
0.0299	1.4383			2990.0	3.01522e-06
0.02995	1.43065			2995.0	1.92051e-06
0.03	1.33372			3000.0	1.24398e-06
0.03005	1.31587			3005.0	2.37666e-06
